"Reference.area","TIME_PERIOD","Income threshold_1","Income threshold_10","Income threshold_11","Income threshold_12","Income threshold_13","Income threshold_14","Income threshold_15","Income threshold_16","Income threshold_17","Income threshold_18","Income threshold_19","Income threshold_2","Income threshold_20","Income threshold_21","Income threshold_22","Income threshold_3","Income threshold_4","Income threshold_5","Income threshold_6","Income threshold_7","Income threshold_8","Income threshold_9","Marginal rate_1","Marginal rate_10","Marginal rate_11","Marginal rate_12","Marginal rate_13","Marginal rate_14","Marginal rate_15","Marginal rate_16","Marginal rate_17","Marginal rate_18","Marginal rate_19","Marginal rate_2","Marginal rate_20","Marginal rate_21","Marginal rate_22","Marginal rate_23","Marginal rate_3","Marginal rate_4","Marginal rate_5","Marginal rate_6","Marginal rate_7","Marginal rate_8","Marginal rate_9"
"Sweden",2021,523200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",2022,540700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",2023,598500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",2024,598500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Switzerland",2000,16100,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA,36500,48600,63800,68800,91100,118400,154700,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2001,16100,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA,36500,48600,63800,68800,91100,118400,154700,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2002,16100,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA,36500,48600,63800,68800,91100,118400,154700,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2003,16100,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA,36500,48600,63800,68800,91100,118400,154700,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2004,16100,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA,36500,48600,63800,68800,91100,118400,154700,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2005,16100,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA,36500,48600,63800,68800,91100,118400,154700,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2006,16900,712400,NA,NA,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,39000,52000,68300,73600,97700,127100,166200,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2007,16900,712400,NA,NA,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,39000,52000,68300,73600,97700,127100,166200,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2008,13600,712400,NA,NA,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,39000,52000,68300,73600,97700,127100,166200,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2009,13600,712400,NA,NA,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,39000,52000,68300,73600,97700,127100,166200,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2010,13600,712500,NA,NA,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,39000,52000,68300,73600,97700,127100,166200,0,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2011,14400,751200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31500,NA,NA,NA,41200,55000,72200,77700,103000,133900,175000,0,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2012,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2013,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2014,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2015,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2016,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2017,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2018,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2019,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2020,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2021,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2022,14500,755200,NA,NA,NA,NA,NA,NA,NA,NA,NA,31600,NA,NA,NA,41400,55200,72500,78100,103600,134600,176000,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2023,14800,769700,NA,NA,NA,NA,NA,NA,NA,NA,NA,32200,NA,NA,NA,42200,56200,73900,79600,105500,137200,179400,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Switzerland",2024,1500,783200,NA,NA,NA,NA,NA,NA,NA,NA,NA,32800,NA,NA,NA,42900,57200,75200,81000,107400,139600,182600,0,13.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.88,2.64,2.97,5.94,6.6,8.8,11
"Türkiye",2000,2.5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25e+09,NA,NA,NA,1.25e+10,3.125e+10,6.25e+10,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,NA,NA,NA
"Türkiye",2001,2.8e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+09,NA,NA,NA,1.4e+10,3.5e+10,7e+10,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,NA,NA,NA
"Türkiye",2002,3.8e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5e+09,NA,NA,NA,1.9e+10,4.75e+10,9.5e+10,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,NA,NA,NA
"Türkiye",2003,5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2e+10,NA,NA,NA,2.4e+10,6e+10,1.2e+11,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,NA,NA,NA
"Türkiye",2004,6e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4e+10,NA,NA,NA,2.8e+10,7e+10,1.4e+11,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,NA,NA,NA
"Türkiye",2005,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,30000,78000,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,NA,NA,NA,NA
"Türkiye",2006,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2007,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,NA,NA,NA,43000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2008,7800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,44700,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2009,8700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2010,8800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA,76200,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2011,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2012,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,88000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2013,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,94000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2014,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,NA,NA,97000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2015,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,NA,NA,NA,106000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2016,12600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2017,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2018,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2019,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,148000,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,NA,NA,NA,NA,NA
"Türkiye",2020,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49000,NA,NA,NA,180000,6e+05,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,40,NA,NA,NA,NA
"Türkiye",2021,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53000,NA,NA,NA,190000,650000,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,40,NA,NA,NA,NA
"Türkiye",2022,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,NA,NA,NA,250000,880000,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,40,NA,NA,NA,NA
"Türkiye",2023,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,550000,1900000,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,40,NA,NA,NA,NA
"Türkiye",2024,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230000,NA,NA,NA,870000,3e+06,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,27,35,40,NA,NA,NA,NA
"United Kingdom",2000,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2001,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2002,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2003,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2004,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2005,2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2006,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2007,2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"United Kingdom",2008,34800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",2009,37400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",2010,37400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
"United Kingdom",2011,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
"United Kingdom",2012,34370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
"United Kingdom",2013,32010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2014,31865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2015,31785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2016,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2017,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2018,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2019,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2020,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2021,37700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2022,37700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2023,37700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United Kingdom",2024,37700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"United States",2000,26250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63550,NA,NA,NA,132600,288350,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,31,36,39.6,NA,NA,NA,NA
"United States",2001,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27050,NA,NA,NA,65550,136750,297370,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,27.5,30.5,35.5,39.1,NA,NA,NA
"United States",2002,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27950,NA,NA,NA,67700,141250,307050,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,27,30,35,38.6,NA,NA,NA
"United States",2003,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28400,NA,NA,NA,68800,143500,311950,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2004,7150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29050,NA,NA,NA,70350,146750,319100,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2005,7300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29700,NA,NA,NA,71950,150150,326450,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2006,7550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30650,NA,NA,NA,74200,154800,336550,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2007,7825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31850,NA,NA,NA,77100,160850,349700,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2008,8025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32550,NA,NA,NA,78850,164550,357700,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2009,8350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33950,NA,NA,NA,82250,171550,372950,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2010,8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,NA,NA,82400,171850,373650,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2011,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34500,NA,NA,NA,83600,174400,379150,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2012,8700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35350,NA,NA,NA,85650,178650,388350,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,NA,NA,NA
"United States",2013,8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36250,NA,NA,NA,87850,183250,398350,4e+05,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,28,33,35,39.6,NA,NA
